Name, Birthyear, Birthplace, Deathyear, Deathcause, Award, Height, Religion
Franz Schmitz, 1918, Germany, 1985, NA, 32, NA, NA
Franz Schreiber, 1904, Germany, 1976, NA, 3, NA, NA
Franz Schwaiger, 1918, Germany, 1944, NA, 32, NA, NA
Franz Sensfuß, 1891, NA, 1976, NA, 32, NA, NA
Franz Seraph of Orsini-Rosenberg, 1761, Austria, 1832, NA, 2, NA, NA
Franz Siebert, 1915, NA, 1999, NA, 32, NA, NA
Franz Staudegger, 1921, Austria, 1995, NA, 3, NA, NA
Franz Walz, 1885, NA, 1945, NA, 3, NA, NA
Franz Weller, 1901, Germany, 1994, NA, 32, NA, NA
Franz West, 1947, NA, 2012, NA, 2, NA, NA
Franz Westhoven, 1894, Germany, 1983, NA, 32, NA, NA
Franz Wognar, 1890, Hungary, 1943, NA, 35, NA, NA
Franz Woidich, 1921, NA, 2004, NA, 32, NA, NA
Franz Xaver Dorsch, 1899, NA, 1986, NA, 3, NA, NA
Franz Xaver Saint-Julien, 1756, NA, 1836, NA, 2, NA, NA
Franz Zauner (pilot), 1916, Austria, 2008, NA, 32, NA, NA
Franz de Paula Ulrich 3rd Prince Kinsky of Wchinitz and Tettau, 1726, NA, 1792, NA, 31, NA, NA
Franz von Lauer, 1736, NA, 1803, NA, 31, NA, NA
Franz von Werneck, 1748, Germany, 1806, NA, 31, NA, NA
François-Alexandre Verdier, NA, NA, 1730, NA, 12, NA, NA
François-Joseph d'Offenstein, 1760, France, 1837, NA, 2, NA, NA
François-Léon Sicard, 1862, NA, 1934, NA, 12, NA, NA
François-Marie Le Marchand de Lignery, 1703, NA, 1759, NA, 20, NA, NA
François-Xavier Octavie Fontaine, 1762, NA, 1812, NA, 35, NA, NA
François Antoine Louis Bourcier, 1760, NA, 1828, NA, 2, NA, NA
François Battesti, 1890, France, 1977, NA, 3, NA, NA
François Bontemps, 1753, NA, 1845, NA, 2, NA, NA
François Brigneau, 1919, France, 2012, NA, 35, NA, Catholic Church
François Delzenne, 1887, France, 1962, NA, 3, NA, NA
François Ignace Schaal, 1747, France, 1833, NA, 20, NA, NA
François Jean Baptiste Quesnel, 1765, NA, 1819, NA, 2, NA, NA
François Nicolas Fririon, 1766, NA, 1840, NA, 16, NA, NA
François Portron, 1890, France, 1973, NA, 2, NA, NA
François Watrin, 1772, France, 1802, NA, 41, NA, NA
François Xavier de Schwarz, 1762, NA, 1826, NA, 16, NA, NA
François de Boigne, 1896, NA, 1970, NA, 2, NA, NA
François de Fleury, 1749, France, 1799, NA, 2, NA, NA
François de Rochechouart, 1881, France, 1918, NA, 2, NA, NA
François Étienne de Rosily-Mesros, 1748, NA, 1832, NA, 3, NA, NA
Fraser Barron, 1921, New Zealand, 1944, NA, 3, NA, NA
Fraser Elliott, 1921, NA, 2005, NA, 15, NA, NA
Fred Ascani, 1917, NA, 2010, NA, 7, NA, NA
Fred Basolo, 1920, NA, 2007, NA, 2, NA, NA
Fred Copeman, 1907, NA, 1983, NA, 27, NA, NA
Fred Darling, 1884, NA, 1953, NA, 36, NA, NA
Fred Duesenberg, 1876, Germany, 1932, NA, 35, NA, NA
Fred E. Smith, 1873, NA, 1918, NA, 14, NA, NA
Fred Everest Banbury, 1893, NA, 1918, NA, 44, NA, NA
Fred Faulkner Lester, 1926, NA, 1945, NA, 14, NA, NA
Fred Guardineer, 1913, NA, 2002, NA, 12, NA, NA
Fred Hargesheimer, 1916, NA, 2010, NA, 5, NA, NA
Fred Henry McGuire, 1890, NA, 1958, NA, 14, NA, NA
Fred J. Christensen, 1921, NA, 2006, NA, 2, NA, NA
Fred Jurgen Schnepel, 1892, NA, 1948, NA, 14, NA, NA
Fred K. Mahaffey, 1934, NA, 1986, NA, 4, NA, NA
Fred Kabotie, 1900, United States, 1986, NA, 21, NA, NA
Fred Korematsu, 1919, United States, 2005, Respiratory failure, 29, NA, NA
Fred L. Walker, 1887, NA, 1969, NA, 4, NA, NA
Fred M. Hechinger, 1920, NA, 1995, NA, 18, NA, NA
Fred Papas, 1921, NA, 1984, NA, 2, NA, NA
Fred Parkinson Holliday, 1888, Australia, 1980, NA, 3, NA, NA
Fred Sherman (scientist), 1932, NA, 2013, NA, 22, NA, NA
Fred Stovin-Bradford, 1919, NA, 1974, NA, 2, NA, NA
Fred Urquhart, ['1911', '1918'], NA, ['2009', '2002'], NA, 15, NA, NA
Fred Weick, 1899, NA, 1993, NA, 23, NA, NA
Fred Williams (journalist), 1863, NA, 1944, NA, 23, NA, NA
Fred Winchester Sladen, 1867, NA, 1945, NA, 3, NA, NA
Fred Zabitosky, 1942, NA, 1996, NA, 3, NA, NA
Fredda Blanchard-Fields, 1948, NA, 2010, NA, 34, NA, NA
Frederic Fisher, 1851, NA, 1943, NA, 21, NA, NA
Frederic H. Smith Jr., 1908, NA, 1980, NA, 15, NA, NA
Frederic Ives Lord, 1897, NA, 1967, NA, 43, NA, NA
Frederic John Goldsmid, 1818, NA, 1908, NA, 2, NA, NA
Frederic M. Richards, 1925, NA, 2009, NA, 3, NA, NA
Frederic R. Harris, 1875, NA, 1949, NA, 40, NA, NA
Frederic Schwartz, 1951, NA, 2014, NA, 10, NA, NA
Frederic W. Galbraith, 1874, NA, 1921, NA, 43, NA, NA
Frederick A. Lyon, 1843, NA, 1911, NA, 14, NA, NA
Frederick Alber, 1838, NA, 1913, NA, 14, NA, NA
Frederick Annand, 1872, NA, 1958, NA, 3, NA, NA
Frederick Augustus Irving, 1894, NA, 1995, NA, 4, NA, NA
Frederick Ballen, 1843, NA, 1916, NA, 14, NA, NA
Frederick Barton Maurice, 1871, NA, 1951, NA, 4, NA, NA
Frederick Beaumont, 1833, NA, 1899, NA, 2, NA, NA
Frederick Beaumont-Nesbitt, 1893, NA, 1971, NA, 3, NA, NA
Frederick Becton, 1908, NA, 1995, NA, 11, NA, NA
Frederick Behne, 1873, NA, 1918, NA, 14, NA, NA
Frederick Bergendahl, 1858, Sweden, 1889, NA, 14, NA, NA
Frederick Bowhill, 1880, India, 1960, NA, 5, NA, NA
Frederick Britnell, 1899, NA, 1980, NA, 43, NA, NA
Frederick C. Anderson, 1842, NA, 1882, NA, 14, NA, NA
Frederick C. Armstrong, 1895, NA, 1918, NA, 2, NA, NA
Frederick C. Blesse, 1921, NA, 2012, NA, 9, NA, NA
Frederick Cardozo, 1916, NA, 2011, NA, 3, NA, NA
Frederick Carrington, 1844, NA, 1913, NA, 2, NA, NA
Frederick Chapman (British Army officer), 1815, NA, 1893, NA, 17, NA, NA
Frederick Charles Frank, 1911, NA, 1998, NA, 2, NA, NA
Frederick Curtice Davis, 1915, NA, 1941, NA, 10, NA, NA
Frederick Cushing Cross Jr., 1917, NA, 1943, NA, 10, NA, NA
Frederick Dalrymple-Hamilton, 1890, NA, 1974, NA, 2, NA, NA
Frederick Davies, 1913, NA, 1945, NA, 12, NA, NA
Frederick Edward-Collins, 1883, NA, 1958, NA, 5, NA, NA
Frederick Elliott Brown, 1895, NA, 1971, NA, 3, NA, NA
Frederick Ernest Appleyard, 1829, NA, 1911, NA, 6, NA, NA
Frederick Ernest Luff, 1896, NA, 1931, NA, 43, NA, NA
Frederick F. Henry, 1919, NA, 1950, NA, 3, NA, NA
Frederick F. Minchin, 1890, NA, 1927, NA, 3, NA, NA
Frederick F. Russell, 1870, NA, 1960, NA, 2, NA, NA
Frederick Field (Royal Navy officer), 1871, NA, 1945, NA, 2, NA, NA
Frederick Forestier-Walker, 1844, NA, 1910, NA, 2, NA, NA
Frederick Franklin, 1840, NA, 1873, NA, 14, NA, NA
Frederick Füger, 1836, Germany, 1913, NA, 14, NA, NA
Frederick Galleghan, 1897, NA, 1971, NA, 5, NA, NA
Frederick Gehring, 1925, NA, 2012, NA, 3, NA, NA
Frederick George Scott, 1861, NA, 1944, NA, 27, NA, NA
Frederick Grey, 1805, NA, 1878, NA, 17, NA, NA
Frederick Gugenheim Gregory, 1893, NA, 1961, NA, 2, NA, NA
Frederick H. Michaelis, 1917, NA, 1992, NA, 5, NA, NA
Frederick Haines, 1819, NA, 1909, NA, 3, NA, NA
Frederick Halahan, 1880, NA, 1965, NA, 4, NA, NA
Frederick Hamilton (Royal Navy officer), 1856, NA, 1917, NA, 2, NA, NA
Frederick Hamilton March, 1891, NA, 1977, NA, 2, NA, NA
Frederick Hammersley, 1919, NA, 2009, NA, 2, NA, NA
Frederick Hammersley (British Army officer), 1858, NA, 1924, NA, 17, NA, NA
Frederick Hards, 1889, NA, 1963, NA, 3, NA, NA
Frederick Hewitt, 1908, NA, 1976, NA, 33, NA, NA
Frederick Higginson, 1913, NA, 2003, NA, 3, NA, NA
Frederick Hotblack, 1887, NA, 1979, NA, 3, NA, NA
Frederick Inglefield, 1854, NA, 1921, NA, 3, NA, NA
Frederick J. Almgren Jr., 1933, NA, 1997, NA, 21, NA, NA
Frederick J. Horne, 1880, NA, 1959, NA, 2, NA, NA
Frederick J. Karch, 1917, NA, 2009, NA, 6, NA, NA
Frederick Jarvis, 1841, United States, 1894, NA, 14, NA, NA
Frederick John Owen Evans, 1815, NA, 1885, NA, 17, NA, NA
Frederick Joseph Loftus-Tottenham, 1898, NA, 1987, NA, 3, NA, NA
Frederick Kisch, 1888, India, 1943, NA, 6, NA, NA
Frederick Lewis Maitland (Royal Navy officer), 1777, NA, 1839, NA, 17, NA, NA
Frederick Libby, 1892, NA, 1970, NA, 14, NA, NA
Frederick Love, 1789, NA, 1866, NA, 2, NA, NA
Frederick M. Trapnell, 1902, NA, 1975, NA, 3, NA, NA
Frederick McCall, 1896, Canada, 1949, NA, 3, NA, NA
Frederick McCoy, 1817, NA, 1899, NA, 2, NA, NA
Frederick McCracken, 1859, NA, 1949, NA, 2, NA, NA
Frederick Melrose Horowhenua Hanson, 1895, New Zealand, 1979, NA, 3, NA, NA
Frederick Muller, 1861, NA, 1946, NA, 14, NA, NA
Frederick N. Deland, 1843, NA, 1922, NA, 14, NA, NA
Frederick Oliver Chilton, 1905, NA, 2007, NA, 4, NA, NA
Frederick Oscar Warren Loomis, 1870, NA, 1937, NA, 3, NA, NA
Frederick Page, 1917, NA, 2005, NA, 2, NA, NA
Frederick Parham, 1901, NA, 1991, NA, 3, NA, NA
Frederick Paul Irby, 1779, NA, 1844, NA, 17, NA, NA
Frederick Phisterer, 1836, NA, 1909, NA, 14, NA, NA
Frederick Powell, 1895, NA, 1992, NA, 2, NA, NA
Frederick Ralph Sharp, 1915, NA, 1992, NA, 3, NA, NA
Frederick Richards, 1833, Ireland, 1912, NA, 17, NA, NA
Frederick Robb, 1858, NA, 1948, NA, 3, NA, NA
Frederick Rosier, 1915, NA, 1998, NA, 6, NA, NA
Frederick S. Neilon, 1846, United States, 1916, NA, 14, NA, NA
Frederick Scherger, 1904, NA, 1984, NA, 4, NA, NA
Frederick Shaw (British Army officer), 1861, NA, 1942, NA, 17, NA, NA
Frederick Solly-Flood, 1829, NA, 1909, NA, 17, NA, NA
Frederick Sowrey, 1893, NA, 1968, NA, 3, NA, NA
Frederick Spring, 1878, NA, 1963, NA, 5, NA, NA
Frederick Stanley Gordon, 1897, NA, 1985, NA, 2, NA, NA
Frederick Stanton (aviator), 1895, NA, 1979, NA, 2, NA, NA
Frederick Stephenson, 1821, NA, 1911, NA, 17, NA, NA
Frederick Stewart (geologist), 1916, NA, 2001, NA, 13, NA, NA
Frederick Stovin, 1783, NA, 1865, NA, 3, NA, NA
Frederick Stratten Russell, 1897, NA, 1984, NA, 2, NA, NA
Frederick T. Moore Jr., 1914, NA, 1969, NA, 4, NA, NA
Frederick T. Weber, 1916, NA, 1942, NA, 10, NA, NA
Frederick Thayre, 1894, NA, 1917, NA, 14, NA, NA
Frederick Thomas Fisher, 1872, NA, 1906, NA, 14, NA, NA
Frederick Thomas Pelham, 1808, NA, 1861, NA, 17, NA, NA
Frederick Thomas Trouton, 1863, NA, 1922, NA, 13, NA, NA
Frederick Tudor, 1863, NA, 1946, NA, 2, NA, NA
Frederick Twort, 1877, NA, 1950, NA, 13, NA, NA
Frederick V. McNair Jr., 1882, NA, 1962, NA, 2, NA, NA
Frederick Valentine Atkinson, 1916, NA, 2002, NA, 2, NA, NA
Frederick Vernon Coville, 1867, NA, 1937, NA, 17, NA, NA
Frederick Vinton Hunt, 1905, NA, 1972, NA, 14, NA, NA
Frederick W. Fout, 1840, NA, 1905, NA, 14, NA, NA
Frederick W. Gibb, 1908, NA, 1968, NA, 4, NA, NA
Frederick Walshe, 1872, NA, 1931, NA, 3, NA, NA
Frederick Warden, 1807, NA, 1869, NA, 17, NA, NA
Frederick Warner (engineer), 1910, NA, 2010, NA, 14, NA, NA
Frederick Willis (British Army officer), NA, NA, 1899, NA, 17, NA, NA
Frederick Wing, 1860, NA, 1915, NA, 17, NA, NA
Frederick Winslow Taylor, 1856, NA, 1915, Pneumonia, 21, NA, Quakers
Fredrik Kayser, 1918, NA, 2009, NA, 3, NA, NA
Fredrik Lange-Nielsen, 1891, Norway, 1980, NA, 3, NA, NA
Freeman Davis (soldier), 1842, NA, 1899, NA, 14, NA, NA
Freeman Gill, 1851, NA, 1905, NA, 14, NA, NA
Freeman V. Horner, 1922, NA, 2005, NA, 14, NA, NA
Fridtjof Nansen, 1861, NA, 1930, NA, 8, NA, NA
Friedel Sellschop, 1930, Namibia, 2002, NA, 16, NA, NA
Friedrich-August Graf von Brühl, 1913, Poland, 1981, NA, 32, NA, NA
Friedrich-August Schack, 1892, NA, 1968, NA, 32, NA, NA
Friedrich-August Weinknecht, 1895, NA, 1964, NA, 32, NA, NA
Friedrich-Carl Cranz, 1886, Germany, 1941, NA, 32, NA, NA
Friedrich-Carl Rabe von Pappenheim, 1894, Germany, 1977, NA, 32, NA, NA
Friedrich-Carl von Steinkeller, 1896, NA, 1981, NA, 32, NA, NA
Friedrich-Erdmann von Hake, 1898, Germany, 1982, NA, 32, NA, NA
Friedrich-Georg Eberhardt, 1892, France, 1964, NA, 32, NA, NA
Friedrich-Jobst Volckamer von Kirchensittenbach, 1894, Germany, 1989, NA, 32, NA, NA
Friedrich-Karl Nasen Müller, 1912, Germany, 1987, NA, 32, NA, NA
Friedrich-Karl Tutti Müller, 1916, NA, 1944, NA, 32, NA, NA
Friedrich-Karl Burckhardt, 1889, Poland, 1962, NA, 10, NA, NA
Friedrich-Karl Freiherr von Dalwigk zu Lichtenfels, 1907, Germany, 1940, NA, 32, NA, NA
Friedrich-Karl Krützmann, 1917, Germany, 2004, NA, 32, NA, NA
Friedrich-Karl Paul, 1909, NA, 1998, NA, 32, NA, NA
Friedrich-Wilhelm Bock, 1897, NA, 1978, NA, 32, NA, NA
Friedrich-Wilhelm Breidenbach, 1916, Germany, 1999, NA, 32, NA, NA
Friedrich-Wilhelm Buschhausen, 1908, Germany, 2004, NA, 32, NA, NA
Friedrich-Wilhelm Hauck, 1897, NA, 1979, NA, 32, NA, NA
Friedrich-Wilhelm Karl, 1911, Germany, 1970, NA, 3, NA, NA
Friedrich-Wilhelm Maes, 1913, Germany, 1945, NA, 32, NA, NA
Friedrich-Wilhelm Morzik, 1890, NA, 1985, NA, 32, NA, NA
Friedrich-Wilhelm Müller, 1897, NA, 1947, NA, 32, NA, NA
Friedrich-Wilhelm Neumann, 1889, NA, 1975, NA, 32, NA, NA
Friedrich-Wilhelm Otte, 1898, NA, 1944, NA, 32, NA, NA
Friedrich-Wilhelm Richter, 1911, Germany, 1989, NA, 3, NA, NA
Friedrich-Wilhelm Thorwest, 1898, Germany, 1944, NA, 32, NA, NA
Friedrich-Wilhelm Wangerin, 1915, NA, 2002, NA, 32, NA, NA
Friedrich-Wilhelm von Chappuis, 1886, Poland, 1942, NA, 32, NA, NA
Friedrich-Wilhelm von Loeper, 1888, NA, 1983, NA, 32, NA, NA
Friedrich-Wilhelm von Rothkirch und Panthen, 1884, Germany, 1953, NA, 32, NA, NA
Friedrich Adrario, 1918, Italy, 2011, NA, 32, NA, NA
Friedrich Allmacher, 1914, Germany, 1944, NA, 32, NA, NA
Friedrich Alpers, 1901, NA, 1944, NA, 32, NA, NA
Friedrich Altemeier, 1886, NA, 1968, NA, 3, NA, NA
Friedrich August Marschall von Bieberstein, 1768, NA, 1826, NA, 21, NA, NA
Friedrich Bachmaier, 1903, Germany, 2001, NA, 32, NA, NA
Friedrich Bader, 1908, Germany, 1997, NA, 32, NA, NA
Friedrich Banach, 1916, Germany, 1943, NA, 32, NA, NA
Friedrich Bausch, 1915, Czech Republic, 1971, NA, 32, NA, NA
Friedrich Beckh, 1908, NA, 1942, NA, 32, NA, NA
Friedrich Blond, 1920, NA, 2009, NA, 6, NA, NA
Friedrich Blümke, 1898, NA, 1944, NA, 32, NA, NA
Friedrich Bonnke, 1915, NA, 2001, NA, 32, NA, NA
Friedrich Böhme, 1899, Germany, 1984, NA, 32, NA, NA
Friedrich Carl (officer), 1916, NA, 2013, NA, 32, NA, NA
Friedrich Christiansen, 1879, NA, 1972, NA, 4, NA, NA
Friedrich Ehmann, NA, NA, 1918, NA, 2, NA, NA
Friedrich Emich, 1860, NA, 1940, NA, 12, NA, NA
Friedrich Fangohr, 1899, Germany, 1956, NA, 32, NA, NA
Friedrich Foertsch, 1900, NA, 1976, NA, 5, NA, NA
Friedrich Franek, 1891, Austria, 1976, NA, 32, NA, NA
Friedrich Freiherr von Broich, 1896, NA, 1974, NA, 32, NA, NA
Friedrich Freiherr von Hotze, 1739, NA, 1799, NA, 31, NA, NA
Friedrich Friedrichs, 1895, Germany, 1918, NA, 2, NA, NA
Friedrich Frisius, 1895, NA, 1970, NA, 12, NA, NA
Friedrich Geißhardt, 1919, NA, 1943, NA, 32, NA, NA
Friedrich Gollwitzer, 1889, Germany, 1977, NA, 32, NA, NA
Friedrich Gottlob Keller, 1816, NA, 1895, NA, 8, NA, NA
Friedrich Guggenberger, 1915, NA, 1988, NA, 3, NA, NA
Friedrich Hauber, 1916, NA, 1944, NA, 32, NA, NA
Friedrich Hefty, 1894, NA, 1965, NA, 17, NA, NA
Friedrich Heinrich von Gottesheim, NA, France, 1808, NA, 2, NA, NA
Friedrich Hengstler, 1913, NA, 1998, NA, 32, NA, NA
Friedrich Herrlein, 1889, Germany, 1974, NA, 32, NA, NA
Friedrich Herzig, 1915, NA, 1954, NA, 5, NA, NA
Friedrich Hochbaum, 1894, Germany, 1955, NA, 32, NA, NA
Friedrich Holzer, 1912, Austria, 1984, NA, 5, NA, NA
Friedrich Hoßbach, 1894, NA, 1980, NA, 32, NA, NA
Friedrich Höhne, 1915, Germany, 1962, NA, 32, NA, NA
Friedrich Issermann, 1916, Germany, 1981, NA, 32, NA, NA
Friedrich Jakob, 1910, Germany, 1994, NA, 32, NA, NA
Friedrich Joseph Count of Nauendorf, 1749, NA, 1801, NA, 31, NA, NA
Friedrich Karl Wilhelm Fürst zu Hohenlohe, 1752, NA, 1814, NA, 2, NA, NA
Friedrich Karl von Koenig-Warthausen, 1906, NA, 1986, NA, 14, NA, NA
Friedrich Karst, 1893, Poland, 1975, NA, 32, NA, NA
Friedrich Katz, 1927, NA, 2010, NA, 15, NA, NA
Friedrich Kaulbach, 1822, NA, 1903, NA, 18, NA, NA
Friedrich Kemnade, 1911, NA, 2008, NA, 2, NA, NA
Friedrich Kirchner, 1885, NA, 1960, NA, 32, NA, NA
Friedrich Kittel, 1896, Germany, 1973, NA, 32, NA, NA
Friedrich Kless, 1906, Germany, 1994, NA, 32, NA, NA
Friedrich Koch (general), 1879, Germany, 1961, NA, 32, NA, NA
Friedrich Köchling, 1893, Germany, 1970, NA, 32, NA, NA
Friedrich Körner, 1921, NA, 1998, NA, 32, NA, NA
Friedrich Kühn, 1889, NA, 1944, NA, 32, NA, NA
Friedrich Lang, 1915, NA, 2003, NA, 32, NA, NA
Friedrich Lier, 1910, Germany, 1974, NA, 32, NA, NA
Friedrich Lindenberg, 1914, Germany, 1995, NA, 32, NA, NA
Friedrich Lützow, 1888, NA, 1964, NA, 27, NA, NA
Friedrich Manschott, 1893, NA, 1917, NA, 10, NA, NA
Friedrich Markworth, 1915, NA, 1994, NA, 32, NA, NA
Friedrich Mieth, 1888, Germany, 1944, NA, 32, NA, NA
Friedrich Obleser, 1923, NA, 2004, NA, 32, NA, NA
Friedrich Pein, 1915, NA, 1975, NA, 32, NA, NA
Friedrich Richter (officer), 1910, Germany, 1969, NA, 32, NA, NA
Friedrich Ritter von Röth, 1893, NA, 1918, NA, 4, NA, NA
Friedrich Ruge, 1894, NA, 1985, NA, 2, NA, NA
Friedrich Rumpelhardt, 1920, Germany, 2011, NA, 32, NA, NA
Friedrich Rupp, 1917, Germany, 1943, NA, 32, NA, NA
Friedrich Rögelein, 1910, Germany, 1999, NA, 32, NA, NA
Friedrich Schulz, 1897, NA, 1976, NA, 32, NA, NA
Friedrich Siebert, 1888, Germany, 1950, NA, 32, NA, NA
Friedrich Sixt, 1895, Germany, 1976, NA, 32, NA, NA
Friedrich Sixt von Armin, 1851, NA, 1936, NA, 14, NA, NA
Friedrich Strohm, 1908, Germany, 1944, NA, 32, NA, NA
Friedrich Wachowiak, 1920, Germany, 1944, NA, 32, NA, NA
Friedrich Weiß, 1919, Germany, 1992, NA, 32, NA, NA
Friedrich Wiese, 1892, Germany, 1975, NA, 32, NA, NA
Friedrich Wilhelm Fürst zu Hohenlohe-Kirchberg, 1732, NA, 1796, NA, 31, NA, NA
Friedrich Wilhelm von Lindeiner-Wildau, 1880, NA, 1963, NA, 4, NA, NA
Friedrich Wimmer (soldier), 1912, Germany, 1986, NA, 32, NA, NA
Friedrich Wunderlich, 1891, NA, 1977, NA, 32, NA, NA
Friedrich Zickwolff, 1893, NA, 1943, NA, 32, NA, NA
Friedrich von Löwis of Menar, 1767, NA, 1824, NA, 5, NA, NA
Friedrich von Scholtz, 1851, NA, 1927, NA, 14, NA, NA
Friedrich von Scotti, 1889, NA, 1969, NA, 32, NA, NA
Fritz-Georg von Rappard, 1889, Germany, 1946, NA, 32, NA, NA
Fritz-Hubert Gräser, 1888, NA, 1960, NA, 32, NA, NA
Fritz-Julius Lemp, 1913, China, 1941, NA, 32, NA, NA
Fritz-Rudolf Schultz, 1917, NA, 2002, NA, 2, NA, NA
Fritz Aechtner, 1916, NA, 2007, NA, 32, NA, NA
Fritz Albrecht, 1905, Germany, 1977, NA, 32, NA, NA
Fritz Amling, 1916, NA, 1994, NA, 32, NA, NA
Fritz Anders, 1889, NA, 1919, NA, 10, NA, NA
Fritz Arndt (soldier), 1910, Germany, 2003, NA, 32, NA, NA
Fritz Axtmann, 1914, Germany, 1943, NA, 32, NA, NA
Fritz Bachmann, 1922, Germany, 2003, NA, 32, NA, NA
Fritz Backhauss, 1915, Germany, 1971, NA, 32, NA, NA
Fritz Becker (general), 1892, Germany, 1967, NA, 32, NA, NA
Fritz Beckhardt, 1889, NA, 1962, NA, 8, NA, NA
Fritz Berger, 1900, NA, 1973, NA, 32, NA, NA
Fritz Biegi, 1918, Germany, 1945, NA, 5, NA, NA
Fritz Biermeier, 1913, Germany, 1944, NA, 32, NA, NA
Fritz Bingemer, 1893, Germany, 1976, NA, 32, NA, NA
Fritz Birnbaum, 1912, Germany, 2006, NA, 32, NA, NA
Fritz Bliesener, 1920, NA, 1942, NA, 32, NA, NA
Fritz Breithaupt, 1892, NA, 1944, NA, 32, NA, NA
Fritz Buchenau, 1914, Germany, 1991, NA, 32, NA, NA
Fritz Bultman, 1919, NA, 1985, NA, 17, NA, NA
Fritz Bunse, 1911, Germany, 1970, NA, 6, NA, NA
Fritz Burkhardt, 1920, Germany, 2002, NA, 32, NA, NA
Fritz Christen, 1921, NA, 1995, NA, 32, NA, NA
Fritz Darges, 1913, Germany, 2009, NA, 5, NA, NA
Fritz Dinger, 1915, Germany, 1943, NA, 32, NA, NA
Fritz Eckstein, 1923, NA, 1979, NA, 5, NA, NA
Fritz Ehrath, 1909, Germany, 1972, NA, 7, NA, NA
Fritz Fechner, 1913, NA, 1990, NA, 32, NA, NA
Fritz Feßmann, 1913, NA, 1944, NA, 32, NA, NA
Fritz Fliegel, 1907, NA, 1941, NA, 32, NA, NA
Fritz Frauenheim, 1912, NA, 1969, NA, 2, NA, NA
Fritz Freitag, 1894, Germany, 1945, NA, 32, NA, NA
Fritz Fullriede, 1895, NA, 1969, NA, 32, NA, NA
Fritz Grieshammer, 1899, Germany, 1956, NA, 32, NA, NA
Fritz Gromotka, 1915, NA, 1979, NA, 32, NA, NA
Fritz Henke, 1921, Germany, 1999, NA, 4, NA, NA
Fritz Hertzsch, 1892, Germany, 1941, NA, 32, NA, NA
Fritz Holzhäuer, 1902, Germany, 1982, NA, 32, NA, NA
Fritz Höhn, 1896, Germany, 1918, NA, 2, NA, NA
Fritz Jacobeit, 1916, NA, 1990, NA, 32, NA, NA
Fritz Jacobsen, 1894, NA, 1981, NA, 10, NA, NA
Fritz Klasing, 1891, Germany, 1966, NA, 32, NA, NA
Fritz Klingenberg, 1912, NA, 1945, NA, 32, NA, NA
Fritz Kosmahl, 1892, NA, 1917, NA, 3, NA, NA
Fritz Langanke, 1919, Germany, 2012, NA, 2, NA, NA
Fritz Laves, 1906, NA, 1978, NA, 14, NA, NA
Fritz Leonhardt, 1909, Germany, 1999, NA, 3, NA, NA
Fritz Lindemann, 1894, NA, 1944, NA, 32, NA, NA
Fritz Losigkeit, 1913, NA, 1994, NA, 2, NA, NA
Fritz Lüddecke, 1920, Germany, 1944, NA, 32, NA, NA
Fritz Müller (soldier), 1907, NA, 1994, NA, 32, NA, NA
Fritz Neumüller, 1916, Germany, 1944, NA, 32, NA, NA
Fritz Otto Bernert, 1893, NA, 1918, NA, 2, NA, NA
Fritz Petersen, 1909, Germany, 1946, NA, 32, NA, NA
Fritz Polack, 1892, NA, 1956, NA, 32, NA, NA
Fritz Poske, 1904, NA, 1984, NA, 32, NA, NA
Fritz Prager, 1905, Germany, 1940, NA, 32, NA, NA
Fritz Pütter, 1895, NA, 1918, NA, 2, NA, NA
Fritz Quednow, 1914, NA, 1943, NA, 32, NA, NA
Fritz Rentrop, 1917, NA, 1945, NA, 4, NA, NA
Fritz Schlieper, 1892, NA, 1977, NA, 32, NA, NA
Fritz Schöck, 1915, NA, 2003, NA, 32, NA, NA
Fritz Tegtmeier, 1917, NA, 1999, NA, 32, NA, NA
Fritz Thiede, 1896, NA, 1981, NA, 2, NA, NA
Fritz Ursell, 1923, Germany, 2012, NA, 13, NA, NA
Fritz Vogt, 1918, NA, 1945, NA, 5, NA, NA
Fritz Warnecke, 1898, Germany, 1968, NA, 32, NA, NA
Fritz Wentzell, 1899, NA, 1948, NA, 32, NA, NA
Fritz Werner, 1898, NA, 1977, NA, 2, NA, NA
Fruity Metcalfe, 1887, NA, 1957, NA, 3, NA, NA
Frunze Dovlatyan, 1927, NA, 1997, NA, 27, NA, NA
Frédéric-Georges Herr, 1855, France, 1932, NA, 16, NA, NA
Frédéric Back, 1924, NA, 2013, NA, 3, NA, NA
Frédéric Benoît Victoire Jullien, 1785, NA, 1825, NA, 2, NA, NA
Frédéric Henri Walther, 1761, NA, 1813, NA, 4, NA, NA
Frédéric Passy, 1822, France, 1912, NA, 17, NA, NA
Frīdrihs Briedis, 1888, NA, 1918, NA, 5, NA, NA
Fuad Abdurahmanov, 1915, NA, 1971, NA, 3, NA, NA
Furman L. Smith, 1925, NA, 1944, NA, 14, NA, NA
Fyodor Dubasov, 1845, NA, 1912, NA, 2, NA, NA
Fyodor Matisen, 1872, NA, 1921, NA, 21, NA, NA
Félix Arenas Gaspar, 1891, NA, 1921, NA, 33, NA, NA
Félix Callet, 1791, NA, 1854, NA, 12, NA, NA
Félix Conde Falcón, 1938, NA, 1969, NA, 3, NA, NA
Félix Luna, 1925, NA, 2009, NA, 2, NA, NA
